id,time,iat,hr_mean,Frage1,Frage2,Frage3,StartDate,ccs1,ccs2,ccs3,ccs4,ccs5,ccs6,ccs7,ccs8,ccs9,ccs10,ccs11,ccs12,nr1,nr2,nr3,nr4,nr5,nr6,nr7,nr8,nr9,nr10,nr11,nr12,nr13,nr14,nr15,nr16,nr17,nr18,nr19,nr20,nr21,nep1,nep2,nep3,nep4,nep5,nep6,nep7,nep8,nep9,nep10,nep11,nep12,nep13,nep14,nep15,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,SES_9,SES_10,SES_11,SES_12,SES_13,SES_14,SES_15,SES_16,SES_17,age,edu,sex,pol,ipq1,ipq2,ipq3,ipq4,ipq5,ipq6,ipq7,ipq8,ipq9,ipq10,ipq11,ipq12,ipq13,ipq14,sod_1,sod_2,sod_3,sod_4,sod_5,sod_6,sod_7,sod_8,sod_9,vr_exp,vr_eval1,vr_eval2,vr_eval3,vr_eval4,vr_eval5,span,seen,yearOfBirth,timeBtwnTestings_inH,css,nr,nep,ses,ipq,sod,vr_eval
80688810,1,-0.4192661452945417,76.675,"Erstens mal sehr eindrücklich, wenn man in so kurzer Zeit den Rückgang des Gletschers so sehen kann. Ja. Das ist es.","Ehrlich gesagt, was mir das Thema des rückgehenden Gletschers schon sehr bewusst. Das hier hat das Thema einfach nochmals mehr in den Vordergrund gerückt. Den Klimawandel, den man nicht einfach so hernehmen sollte. Jede Aktion, die man macht, sollte man fürs Klima hinterfragen, würde ich sagen.","Hey ja ich habe es schon gestern gedacht. Mal wieder. Zum Beispiel, dass man so viel Abfall produziert, den man für den Klimawandel reduzieren könnte, und dass man noch viel mehr machen könnte, als was ich jetzt schon mache.",2019-05-16T16:02:43Z,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,2,4,1,4,4,5,6,7,5,4,7,7,4,4,7,4,4,4,2,6,4,4,4,4,5,7,4,7,4,7,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5,1,3,5,3,6,2,5,6,5,3,5,3,3,5,5,4,7,6,2,7,6,6,7,7,7,2,7,6,6,6,7,2,1,1992,25.731875,1,4.809523809523809,4.8,NA,4.285714285714286,6.111111111111111,6.4
80688810,2,-0.35040029899313796,80.2439024390244,"Erstens mal sehr eindrücklich, wenn man in so kurzer Zeit den Rückgang des Gletschers so sehen kann. Ja. Das ist es.","Ehrlich gesagt, was mir das Thema des rückgehenden Gletschers schon sehr bewusst. Das hier hat das Thema einfach nochmals mehr in den Vordergrund gerückt. Den Klimawandel, den man nicht einfach so hernehmen sollte. Jede Aktion, die man macht, sollte man fürs Klima hinterfragen, würde ich sagen.","Hey ja ich habe es schon gestern gedacht. Mal wieder. Zum Beispiel, dass man so viel Abfall produziert, den man für den Klimawandel reduzieren könnte, und dass man noch viel mehr machen könnte, als was ich jetzt schon mache.",2019-06-11T09:36:37Z,1,1,1,1,1,1,1,1,1,1,1,1,4,7,6,4,4,1,3,4,5,6,7,5,6,7,7,4,4,7,2,4,4,4,6,4,4,4,4,5,7,4,7,4,7,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5,1,3,5,3,6,2,5,6,5,3,5,3,3,5,5,4,7,6,2,7,6,6,7,7,7,2,7,6,6,6,7,2,1,1992,25.731875,1,4.809523809523809,4.933333333333334,NA,4.285714285714286,6.111111111111111,6.4
46886668,1,0.5379765771303184,68.9677419354839,"Ja es war schon eher rudimentär. En wenig verpixelt, grosse Polygone und so. Also sonst ist mir nichts aufgefallen.","Eigentlich nichts neues. Jetzt  speziell auf den Aletsch Gletscher vielleicht die genauen Prognosen. In welchem Zeitrahmen was passieren wird, und dass der Typ aus 1820 ist und Physiker wahr, wie er auch immer hiess. Und dass er die Treibhausgase postuliert hat. Oder die Theorie dazu hatte.","Aus dem? Ehm. Ich würde sagen, dass ich eigentlich schon recht auf grünem Fuss lebe. Ich könnte vielleicht weniger Fleisch essen oder so. Es wäre vielleicht besser. Aber sonst würde ich sagen, dass ich mir dem ganzen schon recht Bewusst war.",2019-05-24T09:54:39Z,1,1,1,1,1,1,1,1,5,1,1,1,4,4,6,4,4,4,1,4,4,6,6,4,4,6,6,5,1,7,4,1,1,5,6,4,4,5,3,5,7,5,7,4,6,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,6,0,4,5,5,5,5,2,5,5,5,5,6,6,4,3,5,5,7,4,7,3,5,7,6,2,2,6,3,3,5,5,4,2,1991,11.145659722222222,1.3333333333333333,4.095238095238095,4.866666666666666,NA,4.714285714285714,5.111111111111111,4.4
46886668,2,0.11201683992899816,67.25,"Ja es war schon eher rudimentär. En wenig verpixelt, grosse Polygone und so. Also sonst ist mir nichts aufgefallen.","Eigentlich nichts neues. Jetzt  speziell auf den Aletsch Gletscher vielleicht die genauen Prognosen. In welchem Zeitrahmen was passieren wird, und dass der Typ aus 1820 ist und Physiker wahr, wie er auch immer hiess. Und dass er die Treibhausgase postuliert hat. Oder die Theorie dazu hatte.","Aus dem? Ehm. Ich würde sagen, dass ich eigentlich schon recht auf grünem Fuss lebe. Ich könnte vielleicht weniger Fleisch essen oder so. Es wäre vielleicht besser. Aber sonst würde ich sagen, dass ich mir dem ganzen schon recht Bewusst war.",2019-06-04T13:24:24Z,1,1,1,1,1,1,1,1,1,1,1,1,5,3,6,5,4,4,1,4,4,6,4,4,4,4,6,5,1,7,4,1,1,2,5,4,4,5,3,5,7,5,7,4,6,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,6,0,4,5,5,5,5,2,5,5,5,5,6,6,4,3,5,5,7,4,7,3,5,7,6,2,2,6,3,3,5,5,4,2,1991,11.145659722222222,1,3.9523809523809526,4.666666666666667,NA,4.714285714285714,5.111111111111111,4.4
88357828,1,-0.033193826357028056,79.5142857142857,"Was mir aufgefallen ist, war, dass ich wusste, wo ich stehe. Trotzdem dachte ich, dass ich nicht einen Schritt weiter machen konnte, weil sonst würde ich vorne runterfallen. Das war ein eigenartiges Gefühl, weil ich wusste, dass das nicht stimmt. Sonst war es eigentlich mega cool. Ich habe versucht, in alle Richtungen zu schauen, aber hatte es im Kopf, dass zurückschauen nicht so Sinn macht, weil du mich ja in diese Richtung gestellt hast. Ich hatte das Gefühl, dass ich in diese Richtung schauen sollte, weil diese Richtung Sinn gemacht hat. Obwohl, als ich mal nach hinten geschaut habe, habe ich bemerkt, dass es dort auch Dinge gegeben hat. Einfach nicht so viele. Nein, es war cool, auch dass ich es noch nie gemacht hatte.","Wenn man den Gletscher besuchen möchte, sollte man nicht bis 2070 warten. Ja, dass man eigentlich mit VR noch ziemlich viel machen kann. Wenn man in echt an einem Aussichtspunkt ist, kann man nicht einfach von einem zum nächsten springen. Und man könnte nicht solche Veränderungen aufzeigen. Am stärksten ist es mir aufgefallen ganz am Schluss, als der Gletscher wieder Aufgefüllt wurde, wie viel eigentlich weggegangen ist, weil vorher hat es ja immer Schritt für Schritt abgenommen. Dann ist es einem gar nicht aufgefallen, wie stark der runtergeht. Es war wirklich extrem viel.","Ich glaube nicht unbedingt. Also für mein Handeln, nein, es ist nichts neues, nichts, dass ich nicht schon gewusst hätte. Es gab ja schon genügend Hitzewelle diesen Sommer.",2019-06-25T09:20:09Z,1,1,1,1,1,1,1,1,5,1,1,1,3,6,6,4,4,3,4,4,4,6,7,5,7,6,6,4,4,7,4,4,4,3,4,4,6,5,4,5,7,5,7,4,7,4,7,5,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,28,6,1,2,4,6,6,6,3,3,4,5,4,5,3,4,2,1,5,6,5,6,3,2,5,6,5,1,6,5,6,3,6,2,3,1991,21.971724537037037,1.3333333333333333,4.857142857142857,5.133333333333334,1.6470588235294117,4,4.777777777777778,5.2
88357828,2,0.09143726006626515,86.7441860465116,"Was mir aufgefallen ist, war, dass ich wusste, wo ich stehe. Trotzdem dachte ich, dass ich nicht einen Schritt weiter machen konnte, weil sonst würde ich vorne runterfallen. Das war ein eigenartiges Gefühl, weil ich wusste, dass das nicht stimmt. Sonst war es eigentlich mega cool. Ich habe versucht, in alle Richtungen zu schauen, aber hatte es im Kopf, dass zurückschauen nicht so Sinn macht, weil du mich ja in diese Richtung gestellt hast. Ich hatte das Gefühl, dass ich in diese Richtung schauen sollte, weil diese Richtung Sinn gemacht hat. Obwohl, als ich mal nach hinten geschaut habe, habe ich bemerkt, dass es dort auch Dinge gegeben hat. Einfach nicht so viele. Nein, es war cool, auch dass ich es noch nie gemacht hatte.","Wenn man den Gletscher besuchen möchte, sollte man nicht bis 2070 warten. Ja, dass man eigentlich mit VR noch ziemlich viel machen kann. Wenn man in echt an einem Aussichtspunkt ist, kann man nicht einfach von einem zum nächsten springen. Und man könnte nicht solche Veränderungen aufzeigen. Am stärksten ist es mir aufgefallen ganz am Schluss, als der Gletscher wieder Aufgefüllt wurde, wie viel eigentlich weggegangen ist, weil vorher hat es ja immer Schritt für Schritt abgenommen. Dann ist es einem gar nicht aufgefallen, wie stark der runtergeht. Es war wirklich extrem viel.","Ich glaube nicht unbedingt. Also für mein Handeln, nein, es ist nichts neues, nichts, dass ich nicht schon gewusst hätte. Es gab ja schon genügend Hitzewelle diesen Sommer.",2019-07-17T08:39:26Z,1,1,1,1,1,1,1,1,1,2,1,1,4,7,6,4,4,2,3,4,4,6,7,5,6,6,6,4,4,7,4,4,4,3,4,4,6,5,4,5,6,5,7,4,6,5,6,5,2,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,28,6,1,2,4,6,6,6,3,3,4,5,4,5,3,4,2,1,5,6,5,6,3,2,5,6,5,1,6,5,6,3,6,2,3,1991,21.971724537037037,1.0833333333333333,4.809523809523809,5,1.5294117647058822,4,4.777777777777778,5.2
39597204,1,-0.41641306538651846,86.8,"Es war sehr spannend weil es war das erste mal, dass ich so was gemacht habe. Und man kann sich wirklich um 180 Grad drehen und man sieht alles mögliche. Und dass die virtuelle Plattform mit der echten übereinstimmt. Und weil du alles aus der realen Welt ausblockst, bist du dann wirklich drin. Auch wenn die Welt Computergemacht ist, die Grafik, hast du trotzdem das Gefühl, in dieser Welt zu sein.","Ich wusste ehrlich gesagt nicht, dass es so drastisch ist mit den Gletschern. Ich habe mich noch nicht viel mit diesen Themen beschäftigt. Aber es war sehr interessant. Habe definitiv vor, mich mehr über Gletscher zu informieren, es ist noch spannend.","Die Umwelt ist ein wichtiges Thema und der Klimawandel existiert. Ich habe das Gefühl, dass ich zu wenig darüber informiert bin. Und eben, es ist es definitiv wert, mehr darauf zu schauen.  Ich finde es auch interessant zu wissen, welche Auswirkungen davon sind, was wir im Alltag ändern, wenn in anderen Ländern der Müll noch immer anspült zum Beispiel. Dass man halt mal checkt, was kleine Änderungen wirklich ausmachen.",2019-06-19T10:22:39Z,2,2,1,2,2,2,2,2,2,2,2,3,4,7,6,3,4,4,4,3,5,7,6,4,4,6,6,4,4,6,3,4,4,2,4,4,3,5,3,5,6,5,7,2,6,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,6,1,3,7,2,6,7,6,7,5,7,7,7,6,5,3,3,7,5,6,4,4,1,5,3,6,1,7,7,7,6,7,4,1,1994,7.1862615740740745,2,4.666666666666667,4.133333333333334,NA,5.571428571428571,4.555555555555555,6.8
39597204,2,-0.10407810373493645,85.8571428571429,"Es war sehr spannend weil es war das erste mal, dass ich so was gemacht habe. Und man kann sich wirklich um 180 Grad drehen und man sieht alles mögliche. Und dass die virtuelle Plattform mit der echten übereinstimmt. Und weil du alles aus der realen Welt ausblockst, bist du dann wirklich drin. Auch wenn die Welt Computergemacht ist, die Grafik, hast du trotzdem das Gefühl, in dieser Welt zu sein.","Ich wusste ehrlich gesagt nicht, dass es so drastisch ist mit den Gletschern. Ich habe mich noch nicht viel mit diesen Themen beschäftigt. Aber es war sehr interessant. Habe definitiv vor, mich mehr über Gletscher zu informieren, es ist noch spannend.","Die Umwelt ist ein wichtiges Thema und der Klimawandel existiert. Ich habe das Gefühl, dass ich zu wenig darüber informiert bin. Und eben, es ist es definitiv wert, mehr darauf zu schauen.  Ich finde es auch interessant zu wissen, welche Auswirkungen davon sind, was wir im Alltag ändern, wenn in anderen Ländern der Müll noch immer anspült zum Beispiel. Dass man halt mal checkt, was kleine Änderungen wirklich ausmachen.",2019-06-26T14:50:52Z,1,2,1,2,1,2,4,1,1,3,1,2,4,6,6,2,3,4,4,2,4,6,4,4,6,6,5,5,4,6,4,3,4,3,6,4,4,4,4,5,4,4,6,4,6,4,5,4,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,25,6,1,3,7,2,6,7,6,7,5,7,7,7,6,5,3,3,7,5,6,4,4,1,5,3,6,1,7,7,7,6,7,4,1,1994,7.1862615740740745,1.75,4.380952380952381,4.466666666666667,1.2941176470588236,5.571428571428571,4.555555555555555,6.8
82689385,1,-0.5389686063113621,79.96875,"Also ich fand es interessant, dass man sah, wie es sich über die Jahre verändert hat, auch von den verschiedenen Standpunkten aus. Genau. Auch von der Umgebung, dass es so Naturgeräusche gegeben hat.","Ich fand es beeindruckend zu sehen, wie es in Zukunft sein könnte, wie es abnimmt. Auch mit der Erhöhung der Temperatur, und was es ausmacht, auch wenn es nur 4 Grad wärmer wird. Das fand ich interessant oder beeindruckend. Am Anfang war es ja noch weit weg. Jetzt sind es noch etwas mehr als 50 Jahre, wo dann wirklich noch massiv sein könnte, wie es abnimmt.","Ich würde eher sagen, einfach so ein Bewusstsein zu haben und danach zu leben, also bewusster zu leben. Also ich bin jetzt schon etwas dran. Aber das halt weiterführen und so halt auch einen Sinn dahinter sehen.",2019-05-16T18:30:57Z,3,2,2,1,2,1,1,2,1,2,1,2,2,4,6,2,4,1,2,4,3,6,7,5,3,6,4,5,4,7,2,4,4,3,6,4,6,5,4,5,7,3,5,3,7,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,1,2,5,5,5,5,4,5,6,5,6,5,3,5,5,4,5,6,5,6,3,2,5,4,5,1,6,6,6,5,7,3,1,1993,4.636481481481481,1.6666666666666667,4.0476190476190474,4.8,NA,4.857142857142857,4.555555555555555,6
82689385,2,0.44754750674558164,76.8269230769231,"Also ich fand es interessant, dass man sah, wie es sich über die Jahre verändert hat, auch von den verschiedenen Standpunkten aus. Genau. Auch von der Umgebung, dass es so Naturgeräusche gegeben hat.","Ich fand es beeindruckend zu sehen, wie es in Zukunft sein könnte, wie es abnimmt. Auch mit der Erhöhung der Temperatur, und was es ausmacht, auch wenn es nur 4 Grad wärmer wird. Das fand ich interessant oder beeindruckend. Am Anfang war es ja noch weit weg. Jetzt sind es noch etwas mehr als 50 Jahre, wo dann wirklich noch massiv sein könnte, wie es abnimmt.","Ich würde eher sagen, einfach so ein Bewusstsein zu haben und danach zu leben, also bewusster zu leben. Also ich bin jetzt schon etwas dran. Aber das halt weiterführen und so halt auch einen Sinn dahinter sehen.",2019-05-21T09:47:29Z,3,2,1,1,2,1,2,1,1,2,2,2,4,6,7,3,4,1,2,4,4,6,6,4,4,6,7,4,4,7,4,4,4,4,6,4,5,5,4,5,6,5,6,4,7,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,1,2,5,5,5,5,4,5,6,5,6,5,3,5,5,4,5,6,5,6,3,2,5,4,5,1,6,6,6,5,7,3,1,1993,4.636481481481481,1.6666666666666667,4.523809523809524,5,NA,4.857142857142857,4.555555555555555,6
79537444,1,0.1771214116749567,69.4117647058823,"Dass man relativ schnell die reale Umwelt vergisst, und dann sehr schnell in der virtuellen Umgebung ist. Das hat mich schon noch erstaunt. Gerade auch mit dem Geländer, dass sehr genau auf das virtuelle gepasst hat. Es gab so einen weichen Übergang, auch weil die Technik so responsive ist.","Ich hätte mich noch realer gefühlt, wenn ich noch meine Hände gesehen hätte. Zum Beispiel, wenn ich das Geländer angefasst habe, konnte ich die Hände nicht sehen, das hattte mich etwas irritiert. Aber es war mega spannend und eindrücklich, wie gross der Gletscher ist, und wie stark der zurückgehen wird. Wenn einem das so vor Augen geführt wird, ist das schon noch eindrücklich.","Wegen diesem Experiment? Ich würde ihn gerne mal sehen, solange es ihn noch gibt. Das hab ich mir überlegt. Oder allgemein Gletscher mehr anschauen, so lange es sie noch gibt. Es gibt vielleicht noch eine Generation nach uns, die Gletscher noch sehen kann, dann ist fertig. Andere Konsequenzen... Ich mache mir viele Gedanken, aber nicht speziell wegen diesem Erlebnis. Aber hier hatte man es wieder vor Augen geführt, was es für Folgen haben wird.",2019-07-10T12:30:31Z,1,1,1,1,1,1,1,1,1,2,1,1,5,6,5,4,2,4,2,3,2,7,7,4,6,6,4,3,2,6,4,4,4,2,4,4,6,4,5,3,7,4,7,3,6,3,6,4,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,28,4,0,4,6,6,7,6,6,6,6,6,7,7,6,6,6,2,6,3,3,5,4,3,7,6,5,2,7,6,7,6,7,3,2,1991,6.16625,1.0833333333333333,4.285714285714286,4.533333333333333,1.588235294117647,5.928571428571429,4.666666666666667,6.6
79537444,2,0.4201366647110434,63.9268292682927,"Dass man relativ schnell die reale Umwelt vergisst, und dann sehr schnell in der virtuellen Umgebung ist. Das hat mich schon noch erstaunt. Gerade auch mit dem Geländer, dass sehr genau auf das virtuelle gepasst hat. Es gab so einen weichen Übergang, auch weil die Technik so responsive ist.","Ich hätte mich noch realer gefühlt, wenn ich noch meine Hände gesehen hätte. Zum Beispiel, wenn ich das Geländer angefasst habe, konnte ich die Hände nicht sehen, das hattte mich etwas irritiert. Aber es war mega spannend und eindrücklich, wie gross der Gletscher ist, und wie stark der zurückgehen wird. Wenn einem das so vor Augen geführt wird, ist das schon noch eindrücklich.","Wegen diesem Experiment? Ich würde ihn gerne mal sehen, solange es ihn noch gibt. Das hab ich mir überlegt. Oder allgemein Gletscher mehr anschauen, so lange es sie noch gibt. Es gibt vielleicht noch eine Generation nach uns, die Gletscher noch sehen kann, dann ist fertig. Andere Konsequenzen... Ich mache mir viele Gedanken, aber nicht speziell wegen diesem Erlebnis. Aber hier hatte man es wieder vor Augen geführt, was es für Folgen haben wird.",2019-07-16T16:29:55Z,2,1,5,1,1,1,2,1,1,2,1,2,4,7,6,3,2,4,1,3,2,7,7,4,6,5,4,4,2,7,4,4,4,2,4,4,5,4,4,2,6,5,7,2,7,4,5,5,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,28,4,0,4,6,6,7,6,6,6,6,6,7,7,6,6,6,2,6,3,3,5,4,3,7,6,5,2,7,6,7,6,7,3,2,1991,6.16625,1.6666666666666667,4.285714285714286,4.4,1.7647058823529411,5.928571428571429,4.666666666666667,6.6
71648626,1,0.25231032486991734,80.2325581395349,"Speziell aufgefallen ist mir primär, auch beim Fragen-Beantworten: Ich finde nicht, dass es so mega real ausgesehen hat, aber es hat sich sehr real angefühlt. Also das war schon recht eindrücklich für mich. Ich habe recht früh vergessen, dass es VR war. Aber wenn du mich jetzt fragen würdest, würde ich nicht sagen, dass es realer war als das hier.","Dass ich noch viel mehr Interesse an der virtuellen Realität habe. Das hab ich mega nice gefunden. Und es nimmt mich wunder, wo das noch hinführt. Und es hat mich zum Nachdenken angestiftet, dass es sich so real und echt angefühlt hat, obwohl es für mich nicht so echt ausgesehen hat.","Ich glaube es nicht, nein. Das mit dem Gletscher war mir schon sehr bewusst vorher. Ich hab ihm schon zugehört, aber ich bin mehr einfach abgeflasht auf die virtuelle realität.",2019-06-09T14:26:21Z,1,1,1,1,1,1,1,1,1,2,1,1,5,7,7,5,4,3,5,5,4,7,5,5,7,7,7,5,5,7,5,5,5,5,5,4,4,5,4,4,6,5,7,5,7,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,0,2,6,1,7,2,6,6,7,3,6,3,4,5,4,1,5,6,2,6,7,7,6,6,5,1,6,3,7,4,6,2,3,1993,9.98454861111111,1.0833333333333333,5.476190476190476,5,NA,4.357142857142857,5.555555555555555,5.2
71648626,2,0.46722860598144056,70.4583333333333,"Speziell aufgefallen ist mir primär, auch beim Fragen-Beantworten: Ich finde nicht, dass es so mega real ausgesehen hat, aber es hat sich sehr real angefühlt. Also das war schon recht eindrücklich für mich. Ich habe recht früh vergessen, dass es VR war. Aber wenn du mich jetzt fragen würdest, würde ich nicht sagen, dass es realer war als das hier.","Dass ich noch viel mehr Interesse an der virtuellen Realität habe. Das hab ich mega nice gefunden. Und es nimmt mich wunder, wo das noch hinführt. Und es hat mich zum Nachdenken angestiftet, dass es sich so real und echt angefühlt hat, obwohl es für mich nicht so echt ausgesehen hat.","Ich glaube es nicht, nein. Das mit dem Gletscher war mir schon sehr bewusst vorher. Ich hab ihm schon zugehört, aber ich bin mehr einfach abgeflasht auf die virtuelle realität.",2019-06-19T14:04:06Z,1,1,1,1,1,1,1,1,1,2,1,1,4,7,6,5,3,4,5,4,3,7,4,5,7,7,6,5,5,7,4,4,5,3,4,4,4,5,5,5,7,5,7,5,7,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,0,2,6,1,7,2,6,6,7,3,6,3,4,5,4,1,5,6,2,6,7,7,6,6,5,1,6,3,7,4,6,2,3,1993,9.98454861111111,1.0833333333333333,5.095238095238095,5.066666666666666,NA,4.357142857142857,5.555555555555555,5.2
38691932,1,-0.24443952070971064,87.0652173913043,"Ich habe es recht nice gemacht gefunden. Natürlich war es nicht ganz perfekt. Bei den Bergen oben hatte es manchmal ein paar Fehler drin. Gerade ganz am Anfang der graue grosse Balken wo oben BELALP steht war etwas verwirrend zuerst. Habe dann gemerkt, dass er so was wie ein Wegweiser oder Markierung darstellt. Fand cool, dass man überall hinschauen konnte. Ich fand es etwas verwirrend, dass das Eis geschmolzen ist, und dann ist man gewandert, und dann war das Eis wieder auf dem ursprünglichen Level. Dann ist es wieder weiter geschmolzen.",Dass der Aletschgletscher sterben wird.,"Ich glaube nicht mehr, als ich jetzt schon mache.",2019-05-16T15:18:32Z,1,1,1,1,1,1,1,1,1,3,1,1,4,5,5,3,4,3,1,3,1,6,6,4,7,7,5,4,1,7,3,2,1,1,5,3,3,3,5,2,6,3,6,2,7,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5,0,2,5,2,7,6,1,3,4,4,7,5,3,3,2,1,6,4,3,3,7,7,6,7,5,2,6,5,6,3,6,2,3,1991,4.709930555555555,1.1666666666666667,3.9047619047619047,3.7333333333333334,NA,3.7857142857142856,5.333333333333333,5.2
38691932,2,0.2700539223902919,78.7954545454545,"Ich habe es recht nice gemacht gefunden. Natürlich war es nicht ganz perfekt. Bei den Bergen oben hatte es manchmal ein paar Fehler drin. Gerade ganz am Anfang der graue grosse Balken wo oben BELALP steht war etwas verwirrend zuerst. Habe dann gemerkt, dass er so was wie ein Wegweiser oder Markierung darstellt. Fand cool, dass man überall hinschauen konnte. Ich fand es etwas verwirrend, dass das Eis geschmolzen ist, und dann ist man gewandert, und dann war das Eis wieder auf dem ursprünglichen Level. Dann ist es wieder weiter geschmolzen.",Dass der Aletschgletscher sterben wird.,"Ich glaube nicht mehr, als ich jetzt schon mache.",2019-05-21T08:20:50Z,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,4,3,1,3,2,6,6,4,7,6,5,4,2,7,3,3,1,1,5,3,3,3,5,3,6,2,7,2,7,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5,0,2,5,2,7,6,1,3,4,4,7,5,3,3,2,1,6,4,3,3,7,7,6,7,5,2,6,5,6,3,6,2,3,1991,4.709930555555555,1,4.0476190476190474,3.8,NA,3.7857142857142856,5.333333333333333,5.2
67997302,1,-0.6911613237598648,84.25,"Interessant. Nein. Es war gut dargestellt. Sehr minimalistisch. Aber dafür, wie minimalistisch es dargestellt wurde, war es gut dargestellt. Die Animationen waren flüssig. Auch wenn man bemerkt hat, dass man nicht mehr in der realen Welt war; Die physikalischen Gesetze haben bewirkt, dass man sich trotzdem hineinversetzt fühlt. So ungefähr.","Nichts, dass ich noch nicht wusste. Oder nichts grosses. Mir ist bewusst, dass Erderwärmung existiert. Das Gletscher darunter leiden. Ich hab es zwar noch nie so dargestellt gesehen, aber im Grossen und Ganzen hat sich mein Wissen nicht verändert.","Nicht wirklich, nein.",2019-05-14T07:06:53Z,2,1,1,2,1,1,2,1,2,2,1,1,3,4,4,3,2,2,1,3,4,3,6,5,6,4,6,4,2,6,5,2,2,5,4,5,7,5,4,5,7,5,7,4,7,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,6,0,3,5,5,6,4,5,6,4,5,6,6,2,3,3,3,6,7,7,7,6,6,6,6,6,2,5,6,6,4,6,4,2,1992,10.096828703703704,1.4166666666666667,3.6666666666666665,5.333333333333333,NA,4.5,6.333333333333333,5.4
67997302,2,0.06416192608666481,86.4285714285714,"Interessant. Nein. Es war gut dargestellt. Sehr minimalistisch. Aber dafür, wie minimalistisch es dargestellt wurde, war es gut dargestellt. Die Animationen waren flüssig. Auch wenn man bemerkt hat, dass man nicht mehr in der realen Welt war; Die physikalischen Gesetze haben bewirkt, dass man sich trotzdem hineinversetzt fühlt. So ungefähr.","Nichts, dass ich noch nicht wusste. Oder nichts grosses. Mir ist bewusst, dass Erderwärmung existiert. Das Gletscher darunter leiden. Ich hab es zwar noch nie so dargestellt gesehen, aber im Grossen und Ganzen hat sich mein Wissen nicht verändert.","Nicht wirklich, nein.",2019-05-24T09:26:19Z,1,1,1,3,1,1,2,1,1,1,1,1,5,6,5,4,2,2,2,3,5,4,4,5,6,3,6,5,2,7,5,3,2,5,5,5,6,5,4,5,6,5,6,4,7,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,6,0,3,5,5,6,4,5,6,4,5,6,6,2,3,3,3,6,7,7,7,6,6,6,6,6,2,5,6,6,4,6,4,2,1992,10.096828703703704,1.25,4.095238095238095,5.2,NA,4.5,6.333333333333333,5.4
