participant,Block,Word,Category,CorrResp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,session,date,expName,frameRate,rt,incorrect
00119636,2,HERVORRAGEND,positiv,p,0,3,3,7,p,1,1.0038328900118358,001,2019_Jul_15_1514,iat_vr,5965028161042937,1003.8328900118358,0
00119636,2,GUT,positiv,p,0,4,4,9,p,1,1.0891132300021127,001,2019_Jul_15_1514,iat_vr,5965028161042937,1089.1132300021127,0
00119636,2,POSITIV,positiv,p,0,5,5,8,p,1,0.722280980029609,001,2019_Jul_15_1514,iat_vr,5965028161042937,722.280980029609,0
00119636,2,SCHÄDLICH,negativ,q,0,6,6,3,q,1,0.7555702129611745,001,2019_Jul_15_1514,iat_vr,5965028161042937,755.5702129611745,0
00119636,2,SCHLECHT,negativ,q,0,7,7,1,q,1,0.7389941170113161,001,2019_Jul_15_1514,iat_vr,5965028161042937,738.9941170113161,0
00119636,2,NEGATIV,negativ,q,0,8,8,2,q,1,0.5724319230066612,001,2019_Jul_15_1514,iat_vr,5965028161042937,572.4319230066612,0
00119636,2,SCHLIMM,negativ,q,0,9,9,0,q,1,0.6866079070023261,001,2019_Jul_15_1514,iat_vr,5965028161042937,686.6079070023261,0
00119636,2,SCHÄDLICH,negativ,q,1,0,10,3,q,1,0.621338527998887,001,2019_Jul_15_1514,iat_vr,5965028161042937,621.338527998887,0
00119636,2,AUSGEZEICHNET,positiv,p,1,1,11,5,p,1,0.8210871560149826,001,2019_Jul_15_1514,iat_vr,5965028161042937,821.0871560149826,0
00119636,2,EINWANDFREI,positiv,p,1,2,12,6,p,1,0.6339744940050878,001,2019_Jul_15_1514,iat_vr,5965028161042937,633.9744940050878,0
00119636,2,GUT,positiv,p,1,3,13,9,p,1,0.7711085390183143,001,2019_Jul_15_1514,iat_vr,5965028161042937,771.1085390183143,0
00119636,2,SCHLIMM,negativ,q,1,4,14,0,q,1,0.9337856649653986,001,2019_Jul_15_1514,iat_vr,5965028161042937,933.7856649653986,0
00119636,2,SCHLECHT,negativ,q,1,5,15,1,q,1,0.7717087409691885,001,2019_Jul_15_1514,iat_vr,5965028161042937,771.7087409691885,0
00119636,2,SCHWACH,negativ,q,1,6,16,4,q,1,0.8889690199866891,001,2019_Jul_15_1514,iat_vr,5965028161042937,888.9690199866891,0
00119636,2,NEGATIV,negativ,q,1,7,17,2,q,1,0.7391120250103995,001,2019_Jul_15_1514,iat_vr,5965028161042937,739.1120250103995,0
00119636,2,POSITIV,positiv,p,1,8,18,8,p,1,0.651211277989205,001,2019_Jul_15_1514,iat_vr,5965028161042937,651.211277989205,0
00119636,2,HERVORRAGEND,positiv,p,1,9,19,7,p,1,1.0050433650030755,001,2019_Jul_15_1514,iat_vr,5965028161042937,1005.0433650030755,0
00119636,3,SCHLIMM,negativ,q,0,0,0,0,q,1,1.6568089480279014,001,2019_Jul_15_1514,iat_vr,5965028161042937,1656.8089480279014,0
00119636,3,BLUME,Natur,q,0,1,1,12,q,1,0.8716025140020065,001,2019_Jul_15_1514,iat_vr,5965028161042937,871.6025140020065,0
00119636,3,GUT,positiv,p,0,2,2,9,p,1,0.8392509389668703,001,2019_Jul_15_1514,iat_vr,5965028161042937,839.2509389668703,0
00119636,3,STEIN,Natur,q,0,3,3,14,q,1,1.0017211149679497,001,2019_Jul_15_1514,iat_vr,5965028161042937,1001.7211149679497,0
00119636,3,GEBÄUDE,Gemacht,p,0,4,4,15,p,1,0.8726326419855468,001,2019_Jul_15_1514,iat_vr,5965028161042937,872.6326419855468,0
00119636,3,LAMPE,Gemacht,p,0,5,5,19,p,1,1.019351597991772,001,2019_Jul_15_1514,iat_vr,5965028161042937,1019.351597991772,0
00119636,3,COMPUTER,Gemacht,p,0,6,6,18,p,1,0.6714878610218875,001,2019_Jul_15_1514,iat_vr,5965028161042937,671.4878610218875,0
00119636,3,HERVORRAGEND,positiv,p,0,7,7,7,p,1,0.7547482889494859,001,2019_Jul_15_1514,iat_vr,5965028161042937,754.7482889494859,0
00119636,3,WASSER,Natur,q,0,8,8,11,q,1,0.7055431850021705,001,2019_Jul_15_1514,iat_vr,5965028161042937,705.5431850021705,0
00119636,3,AUSGEZEICHNET,positiv,p,0,9,9,5,p,1,0.8540057929931208,001,2019_Jul_15_1514,iat_vr,5965028161042937,854.0057929931208,0
00119636,3,KLEIDER,Gemacht,p,0,10,10,17,p,1,1.5892416540300474,001,2019_Jul_15_1514,iat_vr,5965028161042937,1589.2416540300474,0
00119636,3,SCHWACH,negativ,q,0,11,11,4,q,1,0.8213823990081437,001,2019_Jul_15_1514,iat_vr,5965028161042937,821.3823990081437,0
00119636,3,BAUM,Natur,q,0,12,12,10,q,1,0.6391765200532973,001,2019_Jul_15_1514,iat_vr,5965028161042937,639.1765200532973,0
00119636,3,SCHLECHT,negativ,q,0,13,13,1,q,1,0.8042632219730876,001,2019_Jul_15_1514,iat_vr,5965028161042937,804.2632219730876,0
00119636,3,TIER,Natur,q,0,14,14,13,q,1,0.788008333009202,001,2019_Jul_15_1514,iat_vr,5965028161042937,788.008333009202,0
00119636,3,EINWANDFREI,positiv,p,0,15,15,6,p,1,0.78775219299132,001,2019_Jul_15_1514,iat_vr,5965028161042937,787.75219299132,0
00119636,3,SCHÄDLICH,negativ,q,0,16,16,3,q,1,0.7714584390050732,001,2019_Jul_15_1514,iat_vr,5965028161042937,771.4584390050732,0
00119636,3,STADT,Gemacht,p,0,17,17,16,p,1,1.9392935989890248,001,2019_Jul_15_1514,iat_vr,5965028161042937,1939.2935989890248,0
00119636,3,NEGATIV,negativ,q,0,18,18,2,p,0,0.6221606300096028,001,2019_Jul_15_1514,iat_vr,5965028161042937,622.1606300096028,1
00119636,3,POSITIV,positiv,p,0,19,19,8,p,1,0.9890622610109858,001,2019_Jul_15_1514,iat_vr,5965028161042937,989.0622610109858,0
00119636,4,EINWANDFREI,positiv,p,0,0,0,6,p,1,1.4387474959949031,001,2019_Jul_15_1514,iat_vr,5965028161042937,1438.7474959949031,0
00119636,4,TIER,Natur,q,0,1,1,13,q,1,0.6512275860295631,001,2019_Jul_15_1514,iat_vr,5965028161042937,651.2275860295631,0
00119636,4,AUSGEZEICHNET,positiv,p,0,2,2,5,p,1,0.8874675399856642,001,2019_Jul_15_1514,iat_vr,5965028161042937,887.4675399856642,0
00119636,4,NEGATIV,negativ,q,0,3,3,2,q,1,0.7883224979741499,001,2019_Jul_15_1514,iat_vr,5965028161042937,788.3224979741499,0
00119636,4,BLUME,Natur,q,0,4,4,12,q,1,0.6712473499937914,001,2019_Jul_15_1514,iat_vr,5965028161042937,671.2473499937914,0
00119636,4,COMPUTER,Gemacht,p,0,5,5,18,p,1,0.6886425859993324,001,2019_Jul_15_1514,iat_vr,5965028161042937,688.6425859993324,0
00119636,4,STADT,Gemacht,p,0,6,6,16,p,1,0.6026997219887562,001,2019_Jul_15_1514,iat_vr,5965028161042937,602.6997219887562,0
00119636,4,SCHLECHT,negativ,q,0,7,7,1,q,1,1.0212858649902046,001,2019_Jul_15_1514,iat_vr,5965028161042937,1021.2858649902046,0
00119636,4,GEBÄUDE,Gemacht,p,0,8,8,15,p,1,1.7558136099833064,001,2019_Jul_15_1514,iat_vr,5965028161042937,1755.8136099833064,0
00119636,4,LAMPE,Gemacht,p,0,9,9,19,p,1,1.4062140499590896,001,2019_Jul_15_1514,iat_vr,5965028161042937,1406.2140499590896,0
00119636,4,SCHÄDLICH,negativ,q,0,10,10,3,q,1,0.9050340850371867,001,2019_Jul_15_1514,iat_vr,5965028161042937,905.0340850371867,0
00119636,4,STEIN,Natur,q,0,11,11,14,q,1,0.7555215029860847,001,2019_Jul_15_1514,iat_vr,5965028161042937,755.5215029860847,0
00119636,4,SCHLIMM,negativ,q,0,12,12,0,p,0,0.9019903109874576,001,2019_Jul_15_1514,iat_vr,5965028161042937,901.9903109874576,1
00119636,4,HERVORRAGEND,positiv,p,0,13,13,7,p,1,2.385224784957245,001,2019_Jul_15_1514,iat_vr,5965028161042937,2385.224784957245,0
00119636,4,GUT,positiv,p,0,14,14,9,p,1,0.7045449910219759,001,2019_Jul_15_1514,iat_vr,5965028161042937,704.5449910219759,0
00119636,4,POSITIV,positiv,p,0,15,15,8,p,1,0.7886563719948754,001,2019_Jul_15_1514,iat_vr,5965028161042937,788.6563719948754,0
00119636,4,SCHWACH,negativ,q,0,16,16,4,q,1,0.8725366650032811,001,2019_Jul_15_1514,iat_vr,5965028161042937,872.5366650032811,0
00119636,4,WASSER,Natur,q,0,17,17,11,q,1,0.9525206109974533,001,2019_Jul_15_1514,iat_vr,5965028161042937,952.5206109974533,0
00119636,4,BAUM,Natur,q,0,18,18,10,q,1,0.48917213099775836,001,2019_Jul_15_1514,iat_vr,5965028161042937,489.17213099775836,0
00119636,4,KLEIDER,Gemacht,p,0,19,19,17,p,1,0.7391568600432947,001,2019_Jul_15_1514,iat_vr,5965028161042937,739.1568600432947,0
00119636,4,BLUME,Natur,q,1,0,20,12,q,1,2.6558172500226647,001,2019_Jul_15_1514,iat_vr,5965028161042937,2655.8172500226647,0
00119636,4,KLEIDER,Gemacht,p,1,1,21,17,p,1,0.854400621028617,001,2019_Jul_15_1514,iat_vr,5965028161042937,854.400621028617,0
00119636,4,NEGATIV,negativ,q,1,2,22,2,q,1,0.8885911760153249,001,2019_Jul_15_1514,iat_vr,5965028161042937,888.5911760153249,0
00119636,4,BAUM,Natur,q,1,3,23,10,q,1,1.1047016700031236,001,2019_Jul_15_1514,iat_vr,5965028161042937,1104.7016700031236,0
00119636,4,GUT,positiv,p,1,4,24,9,q,0,2.5214436430251226,001,2019_Jul_15_1514,iat_vr,5965028161042937,2521.4436430251226,1
00119636,4,POSITIV,positiv,p,1,5,25,8,p,1,1.321776303986553,001,2019_Jul_15_1514,iat_vr,5965028161042937,1321.776303986553,0
00119636,4,STEIN,Natur,q,1,6,26,14,q,1,1.688870862009935,001,2019_Jul_15_1514,iat_vr,5965028161042937,1688.870862009935,0
00119636,4,HERVORRAGEND,positiv,p,1,7,27,7,p,1,0.904032633989118,001,2019_Jul_15_1514,iat_vr,5965028161042937,904.032633989118,0
00119636,4,SCHWACH,negativ,q,1,8,28,4,q,1,1.1207440319703892,001,2019_Jul_15_1514,iat_vr,5965028161042937,1120.7440319703892,0
00119636,4,WASSER,Natur,q,1,9,29,11,q,1,0.8043399309972301,001,2019_Jul_15_1514,iat_vr,5965028161042937,804.3399309972301,0
00119636,4,SCHÄDLICH,negativ,q,1,10,30,3,q,1,0.9878698699758388,001,2019_Jul_15_1514,iat_vr,5965028161042937,987.8698699758388,0
00119636,4,STADT,Gemacht,p,1,11,31,16,p,1,2.190464615006931,001,2019_Jul_15_1514,iat_vr,5965028161042937,2190.464615006931,0
00119636,4,AUSGEZEICHNET,positiv,p,1,12,32,5,p,1,0.8878227840177715,001,2019_Jul_15_1514,iat_vr,5965028161042937,887.8227840177715,0
00119636,4,EINWANDFREI,positiv,p,1,13,33,6,p,1,1.0207849880098365,001,2019_Jul_15_1514,iat_vr,5965028161042937,1020.7849880098365,0
00119636,4,SCHLIMM,negativ,q,1,14,34,0,q,1,0.6391578859766014,001,2019_Jul_15_1514,iat_vr,5965028161042937,639.1578859766014,0
00119636,4,COMPUTER,Gemacht,p,1,15,35,18,p,1,0.7886564540094696,001,2019_Jul_15_1514,iat_vr,5965028161042937,788.6564540094696,0
00119636,4,GEBÄUDE,Gemacht,p,1,16,36,15,p,1,1.088322413037531,001,2019_Jul_15_1514,iat_vr,5965028161042937,1088.322413037531,0
00119636,4,SCHLECHT,negativ,q,1,17,37,1,q,1,1.8223424990428612,001,2019_Jul_15_1514,iat_vr,5965028161042937,1822.3424990428612,0
00119636,4,LAMPE,Gemacht,p,1,18,38,19,p,1,0.673230848973617,001,2019_Jul_15_1514,iat_vr,5965028161042937,673.230848973617,0
00119636,4,TIER,Natur,q,1,19,39,13,q,1,1.1545183359994553,001,2019_Jul_15_1514,iat_vr,5965028161042937,1154.5183359994553,0
00119636,5,TIER,Natur,p,0,0,0,3,p,1,1.7179267900064588,001,2019_Jul_15_1514,iat_vr,5965028161042937,1717.9267900064588,0
00119636,5,LAMPE,Gemacht,q,0,1,1,9,q,1,1.172794968006201,001,2019_Jul_15_1514,iat_vr,5965028161042937,1172.794968006201,0
00119636,5,WASSER,Natur,p,0,2,2,1,p,1,0.9190428470028564,001,2019_Jul_15_1514,iat_vr,5965028161042937,919.0428470028564,0
00119636,5,BAUM,Natur,p,0,3,3,0,p,1,1.1560347700142302,001,2019_Jul_15_1514,iat_vr,5965028161042937,1156.0347700142302,0
00119636,5,STEIN,Natur,p,0,4,4,4,p,1,0.5683483809698373,001,2019_Jul_15_1514,iat_vr,5965028161042937,568.3483809698373,0
00119636,5,BLUME,Natur,p,0,5,5,2,p,1,0.47198070702143013,001,2019_Jul_15_1514,iat_vr,5965028161042937,471.98070702143013,0
00119636,5,STADT,Gemacht,q,0,6,6,6,q,1,0.788304008950945,001,2019_Jul_15_1514,iat_vr,5965028161042937,788.304008950945,0
00119636,5,KLEIDER,Gemacht,q,0,7,7,7,q,1,0.739113180025015,001,2019_Jul_15_1514,iat_vr,5965028161042937,739.113180025015,0
00119636,5,GEBÄUDE,Gemacht,q,0,8,8,5,q,1,0.5720626080292277,001,2019_Jul_15_1514,iat_vr,5965028161042937,572.0626080292277,0
00119636,5,COMPUTER,Gemacht,q,0,9,9,8,q,1,0.5051204689661972,001,2019_Jul_15_1514,iat_vr,5965028161042937,505.1204689661972,0
00119636,5,WASSER,Natur,p,1,0,10,1,p,1,1.0061537299770862,001,2019_Jul_15_1514,iat_vr,5965028161042937,1006.1537299770862,0
00119636,5,GEBÄUDE,Gemacht,q,1,1,11,5,q,1,0.9049194170511328,001,2019_Jul_15_1514,iat_vr,5965028161042937,904.9194170511328,0
00119636,5,TIER,Natur,p,1,2,12,3,p,1,0.7397888730047271,001,2019_Jul_15_1514,iat_vr,5965028161042937,739.7888730047271,0
00119636,5,LAMPE,Gemacht,q,1,3,13,9,q,1,3.40601199795492,001,2019_Jul_15_1514,iat_vr,5965028161042937,3406.01199795492,0
00119636,5,BAUM,Natur,p,1,4,14,0,p,1,0.6733838360523805,001,2019_Jul_15_1514,iat_vr,5965028161042937,673.3838360523805,0
00119636,5,KLEIDER,Gemacht,q,1,5,15,7,q,1,2.3720399160520174,001,2019_Jul_15_1514,iat_vr,5965028161042937,2372.0399160520174,0
00119636,5,STADT,Gemacht,q,1,6,16,6,q,1,0.6059608770301566,001,2019_Jul_15_1514,iat_vr,5965028161042937,605.9608770301566,0
00119636,5,COMPUTER,Gemacht,q,1,7,17,8,q,1,0.5550092069897801,001,2019_Jul_15_1514,iat_vr,5965028161042937,555.0092069897801,0
00119636,5,BLUME,Natur,p,1,8,18,2,p,1,0.7525554309831932,001,2019_Jul_15_1514,iat_vr,5965028161042937,752.5554309831932,0
00119636,5,STEIN,Natur,p,1,9,19,4,p,1,1.4049792930018157,001,2019_Jul_15_1514,iat_vr,5965028161042937,1404.9792930018157,0
00119636,6,STADT,Gemacht,q,0,0,0,6,q,1,1.4720524830045179,001,2019_Jul_15_1514,iat_vr,5965028161042937,1472.0524830045179,0
00119636,6,HERVORRAGEND,positiv,p,0,1,1,17,p,1,1.571572833985556,001,2019_Jul_15_1514,iat_vr,5965028161042937,1571.572833985556,0
00119636,6,STEIN,Natur,p,0,2,2,4,p,1,0.6728219329961576,001,2019_Jul_15_1514,iat_vr,5965028161042937,672.8219329961576,0
00119636,6,AUSGEZEICHNET,positiv,p,0,3,3,15,p,1,0.6005805309978314,001,2019_Jul_15_1514,iat_vr,5965028161042937,600.5805309978314,0
00119636,6,SCHWACH,negativ,q,0,4,4,14,q,1,0.7880721620167606,001,2019_Jul_15_1514,iat_vr,5965028161042937,788.0721620167606,0
00119636,6,EINWANDFREI,positiv,p,0,5,5,16,p,1,0.8211911669932306,001,2019_Jul_15_1514,iat_vr,5965028161042937,821.1911669932306,0
00119636,6,SCHLECHT,negativ,q,0,6,6,11,q,1,1.0219565120059997,001,2019_Jul_15_1514,iat_vr,5965028161042937,1021.9565120059997,0
00119636,6,SCHÄDLICH,negativ,q,0,7,7,13,q,1,0.6874098119442351,001,2019_Jul_15_1514,iat_vr,5965028161042937,687.4098119442351,0
00119636,6,WASSER,Natur,p,0,8,8,1,p,1,0.855119944026228,001,2019_Jul_15_1514,iat_vr,5965028161042937,855.119944026228,0
00119636,6,NEGATIV,negativ,q,0,9,9,12,q,1,1.4389190110377967,001,2019_Jul_15_1514,iat_vr,5965028161042937,1438.9190110377967,0
00119636,6,POSITIV,positiv,p,0,10,10,18,p,1,0.6719567640102468,001,2019_Jul_15_1514,iat_vr,5965028161042937,671.9567640102468,0
00119636,6,TIER,Natur,p,0,11,11,3,p,1,0.7842638830188662,001,2019_Jul_15_1514,iat_vr,5965028161042937,784.2638830188662,0
00119636,6,GUT,positiv,p,0,12,12,19,p,1,0.6890504229813814,001,2019_Jul_15_1514,iat_vr,5965028161042937,689.0504229813814,0
00119636,6,BLUME,Natur,p,0,13,13,2,p,1,0.5559978779638186,001,2019_Jul_15_1514,iat_vr,5965028161042937,555.9978779638186,0
00119636,6,COMPUTER,Gemacht,q,0,14,14,8,q,1,0.8044165250030346,001,2019_Jul_15_1514,iat_vr,5965028161042937,804.4165250030346,0
00119636,6,GEBÄUDE,Gemacht,q,0,15,15,5,q,1,0.6550231709843501,001,2019_Jul_15_1514,iat_vr,5965028161042937,655.0231709843501,0
00119636,6,LAMPE,Gemacht,q,0,16,16,9,q,1,1.5898467790102586,001,2019_Jul_15_1514,iat_vr,5965028161042937,1589.8467790102586,0
00119636,6,BAUM,Natur,p,0,17,17,0,p,1,0.7732066270546056,001,2019_Jul_15_1514,iat_vr,5965028161042937,773.2066270546056,0
00119636,6,SCHLIMM,negativ,q,0,18,18,10,q,1,0.9388453779974952,001,2019_Jul_15_1514,iat_vr,5965028161042937,938.8453779974952,0
00119636,6,KLEIDER,Gemacht,q,0,19,19,7,p,0,1.4215143430046737,001,2019_Jul_15_1514,iat_vr,5965028161042937,1421.5143430046737,1
00119636,7,SCHLECHT,negativ,q,0,0,0,11,q,1,0.9725249959737994,001,2019_Jul_15_1514,iat_vr,5965028161042937,972.5249959737994,0
00119636,7,HERVORRAGEND,positiv,p,0,1,1,17,p,1,0.6377311850083061,001,2019_Jul_15_1514,iat_vr,5965028161042937,637.731185008306,0
00119636,7,WASSER,Natur,p,0,2,2,1,p,1,0.8210876099765301,001,2019_Jul_15_1514,iat_vr,5965028161042937,821.0876099765301,0
00119636,7,POSITIV,positiv,p,0,3,3,18,p,1,0.6214276989921927,001,2019_Jul_15_1514,iat_vr,5965028161042937,621.4276989921927,0
00119636,7,SCHWACH,negativ,q,0,4,4,14,q,1,0.6046967750298791,001,2019_Jul_15_1514,iat_vr,5965028161042937,604.6967750298791,0
00119636,7,TIER,Natur,p,0,5,5,3,p,1,0.8206567279994488,001,2019_Jul_15_1514,iat_vr,5965028161042937,820.6567279994488,0
00119636,7,SCHLIMM,negativ,q,0,6,6,10,q,1,0.8715324309887365,001,2019_Jul_15_1514,iat_vr,5965028161042937,871.5324309887365,0
00119636,7,NEGATIV,negativ,q,0,7,7,12,q,1,0.5887799570336938,001,2019_Jul_15_1514,iat_vr,5965028161042937,588.7799570336938,0
00119636,7,LAMPE,Gemacht,q,0,8,8,9,q,1,0.7702667879639193,001,2019_Jul_15_1514,iat_vr,5965028161042937,770.2667879639193,0
00119636,7,STEIN,Natur,p,0,9,9,4,p,1,0.6704842069884762,001,2019_Jul_15_1514,iat_vr,5965028161042937,670.4842069884762,0
00119636,7,GUT,positiv,p,0,10,10,19,p,1,1.0555453289998695,001,2019_Jul_15_1514,iat_vr,5965028161042937,1055.5453289998695,0
00119636,7,EINWANDFREI,positiv,p,0,11,11,16,p,1,0.6881253210012801,001,2019_Jul_15_1514,iat_vr,5965028161042937,688.1253210012801,0
00119636,7,COMPUTER,Gemacht,q,0,12,12,8,q,1,0.6387572509702295,001,2019_Jul_15_1514,iat_vr,5965028161042937,638.7572509702295,0
00119636,7,BLUME,Natur,p,0,13,13,2,p,1,1.923258833005093,001,2019_Jul_15_1514,iat_vr,5965028161042937,1923.258833005093,0
00119636,7,BAUM,Natur,p,0,14,14,0,p,1,0.5056250090128742,001,2019_Jul_15_1514,iat_vr,5965028161042937,505.6250090128742,0
00119636,7,GEBÄUDE,Gemacht,q,0,15,15,5,q,1,0.6710516429739073,001,2019_Jul_15_1514,iat_vr,5965028161042937,671.0516429739073,0
00119636,7,SCHÄDLICH,negativ,q,0,16,16,13,q,1,2.1549623390310444,001,2019_Jul_15_1514,iat_vr,5965028161042937,2154.9623390310444,0
00119636,7,AUSGEZEICHNET,positiv,p,0,17,17,15,p,1,0.6219018169795163,001,2019_Jul_15_1514,iat_vr,5965028161042937,621.9018169795163,0
00119636,7,STADT,Gemacht,q,0,18,18,6,p,0,1.9220517529756762,001,2019_Jul_15_1514,iat_vr,5965028161042937,1922.0517529756762,1
00119636,7,KLEIDER,Gemacht,q,0,19,19,7,p,0,1.18930728797568,001,2019_Jul_15_1514,iat_vr,5965028161042937,1189.30728797568,1
00119636,7,BAUM,Natur,p,1,0,20,0,p,1,0.8880970570025966,001,2019_Jul_15_1514,iat_vr,5965028161042937,888.0970570025966,0
00119636,7,POSITIV,positiv,p,1,1,21,18,p,1,0.5375786089571193,001,2019_Jul_15_1514,iat_vr,5965028161042937,537.5786089571193,0
00119636,7,COMPUTER,Gemacht,q,1,2,22,8,q,1,0.6721325719845481,001,2019_Jul_15_1514,iat_vr,5965028161042937,672.1325719845481,0
00119636,7,SCHÄDLICH,negativ,q,1,3,23,13,q,1,0.6727576180128381,001,2019_Jul_15_1514,iat_vr,5965028161042937,672.7576180128381,0
00119636,7,EINWANDFREI,positiv,p,1,4,24,16,p,1,0.67094724701019,001,2019_Jul_15_1514,iat_vr,5965028161042937,670.94724701019,0
00119636,7,STEIN,Natur,p,1,5,25,4,p,1,1.2882222160114907,001,2019_Jul_15_1514,iat_vr,5965028161042937,1288.2222160114907,0
00119636,7,LAMPE,Gemacht,q,1,6,26,9,q,1,0.5893751650000922,001,2019_Jul_15_1514,iat_vr,5965028161042937,589.3751650000922,0
00119636,7,KLEIDER,Gemacht,q,1,7,27,7,q,1,0.7892227790434845,001,2019_Jul_15_1514,iat_vr,5965028161042937,789.2227790434845,0
00119636,7,SCHWACH,negativ,q,1,8,28,14,q,1,1.3374645200092345,001,2019_Jul_15_1514,iat_vr,5965028161042937,1337.4645200092345,0
00119636,7,SCHLECHT,negativ,q,1,9,29,11,q,1,0.7209728689631447,001,2019_Jul_15_1514,iat_vr,5965028161042937,720.9728689631447,0
00119636,7,STADT,Gemacht,q,1,10,30,6,q,1,0.8391680149943568,001,2019_Jul_15_1514,iat_vr,5965028161042937,839.1680149943568,0
00119636,7,BLUME,Natur,p,1,11,31,2,p,1,1.3731223409995437,001,2019_Jul_15_1514,iat_vr,5965028161042937,1373.1223409995437,0
00119636,7,WASSER,Natur,p,1,12,32,1,p,1,0.4548207490006462,001,2019_Jul_15_1514,iat_vr,5965028161042937,454.8207490006462,0
00119636,7,SCHLIMM,negativ,q,1,13,33,10,q,1,0.8375360909849405,001,2019_Jul_15_1514,iat_vr,5965028161042937,837.5360909849405,0
00119636,7,GEBÄUDE,Gemacht,q,1,14,34,5,q,1,0.7056257629883476,001,2019_Jul_15_1514,iat_vr,5965028161042937,705.6257629883476,0
00119636,7,AUSGEZEICHNET,positiv,p,1,15,35,15,p,1,0.6376453269622289,001,2019_Jul_15_1514,iat_vr,5965028161042937,637.6453269622289,0
00119636,7,GUT,positiv,p,1,16,36,19,p,1,0.6219747180002742,001,2019_Jul_15_1514,iat_vr,5965028161042937,621.9747180002742,0
00119636,7,NEGATIV,negativ,q,1,17,37,12,q,1,0.7548572279629298,001,2019_Jul_15_1514,iat_vr,5965028161042937,754.8572279629298,0
