id,time,iat,StartDate,ccs1,ccs2,ccs3,ccs4,ccs5,ccs6,ccs7,ccs8,ccs9,ccs10,ccs11,ccs12,nr1,nr2,nr3,nr4,nr5,nr6,nr7,nr8,nr9,nr10,nr11,nr12,nr13,nr14,nr15,nr16,nr17,nr18,nr19,nr20,nr21,nep1,nep2,nep3,nep4,nep5,nep6,nep7,nep8,nep9,nep10,nep11,nep12,nep13,nep14,nep15,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,SES_9,SES_10,SES_11,SES_12,SES_13,SES_14,SES_15,SES_16,SES_17,age,edu,sex,pol,ipq1,ipq2,ipq3,ipq4,ipq5,ipq6,ipq7,ipq8,ipq9,ipq10,ipq11,ipq12,ipq13,ipq14,sod_1,sod_2,sod_3,sod_4,sod_5,sod_6,sod_7,sod_8,sod_9,vr_exp,vr_eval1,vr_eval2,vr_eval3,vr_eval4,vr_eval5,span,seen,sex_3_TEXT - Topics,yearOfBirth,timeBtwnTestings_inH,condition,Frage1,Frage2,Frage3,OQ_Design+,OQ_Design-,OQ_alreadyAware,OQ_personalConsequences,OQ_Realism,OQ_Abstractness,OQ_positiveExperience,OQ_personaMemoriesl,OQ_generalConsequences,OQ_fidelity+,OQ_fidelity-,hr_mean
51287450,1,0.12663236818944928,2019-05-16T15:18:32Z,1,1,1,1,1,1,1,1,1,3,1,1,4,3,3,3,4,3,1,3,1,2,2,4,1,1,3,4,1,1,3,2,1,1,3,3,5,3,3,2,2,3,2,2,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5,0,2,5,2,1,6,1,3,4,4,1,5,5,3,2,1,6,4,3,5,1,1,2,1,5,2,6,5,6,3,6,2,3,NA,1991,4.709930555555555,b,"Ich habe es recht nice gemacht gefunden. Natürlich war es nicht ganz perfekt. Bei den Bergen oben hatte es manchmal ein paar Fehler drin. Gerade ganz am Anfang der graue grosse Balken wo oben BELALP steht war etwas verwirrend zuerst. Habe dann gemerkt, dass er so was wie ein Wegweiser oder Markierung darstellt. Fand cool, dass man überall hinschauen konnte. Ich fand es etwas verwirrend, dass das Eis geschmolzen ist, und dann ist man gewandert, und dann war das Eis wieder auf dem ursprünglichen Level. Dann ist es wieder weiter geschmolzen.",Dass der Aletschgletscher sterben wird.,"Ich glaube nicht mehr, als ich jetzt schon mache.",0,1,1,0,0,0,1,0,0,0,0,87.0652173913043
51287450,2,0.06912913994365844,2019-05-21T08:20:50Z,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,3,1,3,2,2,2,4,1,2,3,4,2,1,3,3,1,1,3,3,5,3,3,3,2,2,1,2,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5,0,2,5,2,1,6,1,3,4,4,1,5,5,3,2,1,6,4,3,5,1,1,2,1,5,2,6,5,6,3,6,2,3,NA,1991,4.709930555555555,b,"Ich habe es recht nice gemacht gefunden. Natürlich war es nicht ganz perfekt. Bei den Bergen oben hatte es manchmal ein paar Fehler drin. Gerade ganz am Anfang der graue grosse Balken wo oben BELALP steht war etwas verwirrend zuerst. Habe dann gemerkt, dass er so was wie ein Wegweiser oder Markierung darstellt. Fand cool, dass man überall hinschauen konnte. Ich fand es etwas verwirrend, dass das Eis geschmolzen ist, und dann ist man gewandert, und dann war das Eis wieder auf dem ursprünglichen Level. Dann ist es wieder weiter geschmolzen.",Dass der Aletschgletscher sterben wird.,"Ich glaube nicht mehr, als ich jetzt schon mache.",0,1,1,0,0,0,1,0,0,0,0,78.7954545454545
40466019,1,-0.1653777677514584,2019-06-12T16:30:06Z,1,1,2,1,1,1,1,1,1,2,1,1,4,1,1,2,4,4,3,2,4,2,1,4,4,2,3,5,5,1,4,4,3,2,2,3,2,5,2,5,1,5,1,2,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5,1,2,5,6,4,4,2,5,6,4,2,5,3,3,3,1,5,3,3,3,5,4,3,3,4,2,7,3,3,3,6,4,2,NA,1992,8.95662037037037,c,"Ehm. Was mir aufgefallen ist. Also es war sehr interessant aber es war auch etwas unangenehm. Weil es war nicht scharf und ziemlich blurry. Ich konnte die Namen nicht richtig lesen und das hat mich sehr irritiert. Ich habe es spannend gefunden, wie man das visualisiert bekommt. Und ich fand es spannend, wie es unten weitergeht, wenn man runterschaut.","Dass es eindrücklich ist, wie der Gletscher geschmolzen ist, und wie er noch weiter schmelzen wird. Am liebsten würde ich jetzt gleich dort hin wandern.","Eben, dass ich dort hin wandern möchte. Nicht wirklich, nein. Ausser, dass ich mir der Thematik bewusst bin. Und dass es nicht so bleiben wird, und auch nicht so geblieben ist, wie er mal war, also der Gletscher.",0,0,1,0,0,0,1,0,0,0,1,NA
40466019,2,0.14018223921055886,2019-06-21T15:27:38Z,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,4,3,3,4,4,2,1,5,4,2,2,5,4,1,3,3,3,4,2,3,3,4,4,4,2,5,1,2,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5,1,2,5,6,4,4,2,5,6,4,2,5,3,3,3,1,5,3,3,3,5,4,3,3,4,2,7,3,3,3,6,4,2,NA,1992,8.95662037037037,c,"Ehm. Was mir aufgefallen ist. Also es war sehr interessant aber es war auch etwas unangenehm. Weil es war nicht scharf und ziemlich blurry. Ich konnte die Namen nicht richtig lesen und das hat mich sehr irritiert. Ich habe es spannend gefunden, wie man das visualisiert bekommt. Und ich fand es spannend, wie es unten weitergeht, wenn man runterschaut.","Dass es eindrücklich ist, wie der Gletscher geschmolzen ist, und wie er noch weiter schmelzen wird. Am liebsten würde ich jetzt gleich dort hin wandern.","Eben, dass ich dort hin wandern möchte. Nicht wirklich, nein. Ausser, dass ich mir der Thematik bewusst bin. Und dass es nicht so bleiben wird, und auch nicht so geblieben ist, wie er mal war, also der Gletscher.",0,0,1,0,0,0,1,0,0,0,1,NA
17900159,1,0.4835347012926736,2019-05-14T07:06:53Z,2,1,1,2,1,1,2,1,2,2,1,1,3,4,4,3,2,2,1,3,4,5,2,5,2,4,2,4,2,2,5,2,2,5,4,5,1,5,4,5,1,5,1,4,1,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,6,0,3,5,5,2,4,5,6,4,5,2,6,6,3,3,3,6,1,7,1,2,2,2,2,6,2,5,6,6,4,6,4,2,NA,1992,10.096828703703704,a,"Interessant. Nein. Es war gut dargestellt. Sehr minimalistisch. Aber dafür, wie minimalistisch es dargestellt wurde, war es gut dargestellt. Die Animationen waren flüssig. Auch wenn man bemerkt hat, dass man nicht mehr in der realen Welt war; Die physikalischen Gesetze haben bewirkt, dass man sich trotzdem hineinversetzt fühlt. So ungefähr.","Nichts, dass ich noch nicht wusste. Oder nichts grosses. Mir ist bewusst, dass Erderwärmung existiert. Das Gletscher darunter leiden. Ich hab es zwar noch nie so dargestellt gesehen, aber im Grossen und Ganzen hat sich mein Wissen nicht verändert.","Nicht wirklich, nein.",1,0,1,0,0,1,1,0,0,1,0,84.25
17900159,2,0.503935082962151,2019-05-24T09:26:19Z,1,1,1,3,1,1,2,1,1,1,1,1,5,2,3,4,2,2,2,3,5,4,4,5,2,5,2,5,2,1,5,3,2,5,3,5,2,5,4,5,2,5,2,4,1,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,6,0,3,5,5,2,4,5,6,4,5,2,6,6,3,3,3,6,1,7,1,2,2,2,2,6,2,5,6,6,4,6,4,2,NA,1992,10.096828703703704,a,"Interessant. Nein. Es war gut dargestellt. Sehr minimalistisch. Aber dafür, wie minimalistisch es dargestellt wurde, war es gut dargestellt. Die Animationen waren flüssig. Auch wenn man bemerkt hat, dass man nicht mehr in der realen Welt war; Die physikalischen Gesetze haben bewirkt, dass man sich trotzdem hineinversetzt fühlt. So ungefähr.","Nichts, dass ich noch nicht wusste. Oder nichts grosses. Mir ist bewusst, dass Erderwärmung existiert. Das Gletscher darunter leiden. Ich hab es zwar noch nie so dargestellt gesehen, aber im Grossen und Ganzen hat sich mein Wissen nicht verändert.","Nicht wirklich, nein.",1,0,1,0,0,1,1,0,0,1,0,86.4285714285714
11688706,1,-0.2048446685132384,2019-06-12T09:22:35Z,1,1,2,1,1,1,1,1,1,3,1,1,4,1,1,5,4,5,5,2,4,2,1,5,1,1,4,5,4,1,4,5,4,2,4,4,4,5,3,4,1,5,1,5,1,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,0,2,5,5,2,7,7,7,7,6,2,6,5,5,1,1,6,2,2,3,5,4,3,2,3,2,6,3,7,4,7,4,3,NA,1993,12.972048611111111,c,"Ich hatte bloss einmal vor recht langer Zeit mal so eine VR-Brille an. Das war so ein professionelles Program. Und das war recht ähnlich zu diesem hier. Es ist halt schon noch recht verpixelt. Aber es ist schon mega krass, man kann einfach so rumschauen. Dort konnte man sich nicht bewegen, hier schon. Und das hat recht zur Immersion beigetragen. Dass man auch nach vorne gehen konnte, und dann das Geländer näher kommt. Und du kannst das Geländer anfassen, und es korrespondierte mit dem, was man gesehen hat. Ansonsten: Ich weiss nicht, ob das absichtlich war, aber das Gehörte, vom Sprecher, war abhängig von der Blickrichtung. Das fand ich nicht so nice. Es hat mich etwas verwirrt, und ich denke, es wäre besser gewesen, wenn es einfach immer stereo aus beiden Kopfhörern gekommen wäre. Man wusste gar nicht, woher die Stimme kam, weil es dazu keine visuellen inputs gab. Darum war es irritierend, dass es nicht immer gleich war.","Wenn es 4 Grad wärmer wird im 2070, dass dann kein Gletscher mehr da ist. Und dass der Dude einen spannenden Akzent hatte. Und dass der IAT mich etwas verwirrt hatte. Ich hatte schon das Gefühl, einen Nature-Good bias zu haben. Und dass wir in absehbarer Zukunft eine VR-Brille brauchen.","Es ist jetzt dann die Gletscher-Initiative. Ich weiss nicht genau, um was es da geht, aber sich da mal zu informieren wäre gut. Und sonst, es hat meine Weltanschauung jetzt nicht mega verändert. Es war mir schon vorher bewusst, dass die Gletscher in den letzten Jahrzenten sehr stark zurückgegangen sind. Und dass sie auch weiterhin schmelzen werden, ausser, es bricht irgendwie eine mega gestörte Pandemie aus oder so. Oder wir überdenken alles und... aber das habe ich nicht das Gefühl, dass bei allen Menschen einen so drastischen Sinnungswandel gibt. Ich bleibe optimistisch, aber ich würde nicht darauf wetten. Aber ich bleibe optimistisch.",0,1,1,1,0,0,1,0,1,1,1,74.2368421052632
11688706,2,0.5536310178269929,2019-06-25T08:42:20Z,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,4,5,5,4,4,4,1,5,1,1,2,5,4,1,3,4,4,2,2,5,4,5,4,4,1,5,1,4,1,2,4,4,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,26,5,0,2,5,5,2,7,7,7,7,6,2,6,5,5,1,1,6,2,2,3,5,4,3,2,3,2,6,3,7,4,7,4,3,NA,1993,12.972048611111111,c,"Ich hatte bloss einmal vor recht langer Zeit mal so eine VR-Brille an. Das war so ein professionelles Program. Und das war recht ähnlich zu diesem hier. Es ist halt schon noch recht verpixelt. Aber es ist schon mega krass, man kann einfach so rumschauen. Dort konnte man sich nicht bewegen, hier schon. Und das hat recht zur Immersion beigetragen. Dass man auch nach vorne gehen konnte, und dann das Geländer näher kommt. Und du kannst das Geländer anfassen, und es korrespondierte mit dem, was man gesehen hat. Ansonsten: Ich weiss nicht, ob das absichtlich war, aber das Gehörte, vom Sprecher, war abhängig von der Blickrichtung. Das fand ich nicht so nice. Es hat mich etwas verwirrt, und ich denke, es wäre besser gewesen, wenn es einfach immer stereo aus beiden Kopfhörern gekommen wäre. Man wusste gar nicht, woher die Stimme kam, weil es dazu keine visuellen inputs gab. Darum war es irritierend, dass es nicht immer gleich war.","Wenn es 4 Grad wärmer wird im 2070, dass dann kein Gletscher mehr da ist. Und dass der Dude einen spannenden Akzent hatte. Und dass der IAT mich etwas verwirrt hatte. Ich hatte schon das Gefühl, einen Nature-Good bias zu haben. Und dass wir in absehbarer Zukunft eine VR-Brille brauchen.","Es ist jetzt dann die Gletscher-Initiative. Ich weiss nicht genau, um was es da geht, aber sich da mal zu informieren wäre gut. Und sonst, es hat meine Weltanschauung jetzt nicht mega verändert. Es war mir schon vorher bewusst, dass die Gletscher in den letzten Jahrzenten sehr stark zurückgegangen sind. Und dass sie auch weiterhin schmelzen werden, ausser, es bricht irgendwie eine mega gestörte Pandemie aus oder so. Oder wir überdenken alles und... aber das habe ich nicht das Gefühl, dass bei allen Menschen einen so drastischen Sinnungswandel gibt. Ich bleibe optimistisch, aber ich würde nicht darauf wetten. Aber ich bleibe optimistisch.",0,1,1,1,0,0,1,0,1,1,1,62.4285714285714
85410107,1,-0.3598574669620635,2019-06-10T12:21:58Z,2,2,2,2,3,2,3,1,2,2,2,2,2,1,2,1,3,3,1,2,2,4,3,4,3,4,2,2,2,2,3,2,3,2,4,2,3,4,4,4,2,4,3,4,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5,0,3,4,7,3,4,3,2,3,3,4,5,3,3,5,6,5,5,6,2,4,3,4,3,6,2,6,6,6,5,6,4,1,NA,1992,21.104699074074073,a,"Besonders aufgefallen ist, dass die ganze Umgebung eine Annäherung an den Gletscher war. Man hat gemerkt, dass es den Gletscher darstellt, aber es war jetzt nicht 100% reell, wie als ob man mehrere Bilder gemacht und zusammengefügt hätte. Es war wie eine künstlerische Darstellung. Optisch war es so eher überzeugend. Beim rumlaufen im Raum, hatte man wirklich das Gefühl, in diesem virtuellen Raum herumzugehen. Bloss die anderen Sinne haben nicht gestummen. Kalte Luft hat gefehlt, und der Geruch... Ich weiss nicht, ob es wegen dem Sprecher war, dass ich keine Umgebungsgeräusche gehört habe, ausser dem Schmelzen, dass eher wie fliessendes Wasser getönt hat. Aber ja, man weiss ja nicht, wie sich das wirklich anhört. Da zeigt es sich wieder, dass es künstlerisch war, dass man ein solches Geräusch hinzugefügt hat.","Ich werde mich nicht viel mehr mit Umweltthemen auseinandersetzen, als ich es jetzt schon mache wegen bloss dieser Session. Als Experiment, der Fragebogen, den ich ausfüllen musste kam mir bekannt vor, so als ob ich den schonmal bei einem anderen Experiment ausfüllen musste. Und ich habe mir ständig Fragen gestellt bezüglich dem Studium und dem Fach. Ich mache mir eher mehr Gedanken diesbezüglich, als über das Umweltthema. Ich werde mich vielleicht noch mehr über virtual Reality informieren, wenn sich diese Gelegenheit bieten wird.","Ich glaube, die Erfahrung war zu wenig stark, als dass ich Konsequenzen sehen würde. Klar, ich habe mir schon Gedanken über meine persönlichen Handlungen bezüglich Umweltfreundlichkeit gemacht. Aber nicht besonders viel mehr, dass ich denke, ich müsste jetzt etwas an meinem Lebensstil ändern. Das ist etwas, wofür ich mehr Zeit brauchen würde, oder ein noch viel schlimmeres Beispiel, damit ich sofort meine Handlungen ändern würde. So braucht es einfach Zeit, bis ich meine Handlungen Schritt für Schritt umstellen werde. Ich mache schon kleine Sachen, aber es geht nicht von 0 auf 100.",1,0,1,0,0,1,1,0,0,0,0,80.5757575757576
85410107,2,-0.5401975748769688,2019-07-01T14:52:44Z,3,3,3,2,2,2,2,1,2,2,3,1,3,1,2,1,3,2,3,3,2,4,2,3,4,4,2,2,2,2,3,3,3,2,3,4,3,4,4,4,2,5,2,4,2,3,2,4,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,27,5,0,3,4,7,3,4,3,2,3,3,4,5,3,3,5,6,5,5,6,2,4,3,4,3,6,2,6,6,6,5,6,4,1,NA,1992,21.104699074074073,a,"Besonders aufgefallen ist, dass die ganze Umgebung eine Annäherung an den Gletscher war. Man hat gemerkt, dass es den Gletscher darstellt, aber es war jetzt nicht 100% reell, wie als ob man mehrere Bilder gemacht und zusammengefügt hätte. Es war wie eine künstlerische Darstellung. Optisch war es so eher überzeugend. Beim rumlaufen im Raum, hatte man wirklich das Gefühl, in diesem virtuellen Raum herumzugehen. Bloss die anderen Sinne haben nicht gestummen. Kalte Luft hat gefehlt, und der Geruch... Ich weiss nicht, ob es wegen dem Sprecher war, dass ich keine Umgebungsgeräusche gehört habe, ausser dem Schmelzen, dass eher wie fliessendes Wasser getönt hat. Aber ja, man weiss ja nicht, wie sich das wirklich anhört. Da zeigt es sich wieder, dass es künstlerisch war, dass man ein solches Geräusch hinzugefügt hat.","Ich werde mich nicht viel mehr mit Umweltthemen auseinandersetzen, als ich es jetzt schon mache wegen bloss dieser Session. Als Experiment, der Fragebogen, den ich ausfüllen musste kam mir bekannt vor, so als ob ich den schonmal bei einem anderen Experiment ausfüllen musste. Und ich habe mir ständig Fragen gestellt bezüglich dem Studium und dem Fach. Ich mache mir eher mehr Gedanken diesbezüglich, als über das Umweltthema. Ich werde mich vielleicht noch mehr über virtual Reality informieren, wenn sich diese Gelegenheit bieten wird.","Ich glaube, die Erfahrung war zu wenig stark, als dass ich Konsequenzen sehen würde. Klar, ich habe mir schon Gedanken über meine persönlichen Handlungen bezüglich Umweltfreundlichkeit gemacht. Aber nicht besonders viel mehr, dass ich denke, ich müsste jetzt etwas an meinem Lebensstil ändern. Das ist etwas, wofür ich mehr Zeit brauchen würde, oder ein noch viel schlimmeres Beispiel, damit ich sofort meine Handlungen ändern würde. So braucht es einfach Zeit, bis ich meine Handlungen Schritt für Schritt umstellen werde. Ich mache schon kleine Sachen, aber es geht nicht von 0 auf 100.",1,0,1,0,0,1,1,0,0,0,0,85.9523809523809
78445873,1,0.14998701980945492,2019-05-25T12:31:17Z,2,1,1,1,2,1,2,1,1,2,2,1,4,1,1,4,4,4,3,4,4,2,2,5,2,2,4,5,3,1,3,2,2,5,2,4,2,5,1,5,1,4,1,4,1,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,0,2,5,5,3,3,6,6,6,5,5,6,2,4,3,2,6,2,5,2,3,4,1,2,6,2,6,5,5,5,7,5,2,NA,1993,13.10269675925926,c,"Eindrücklich. Wie gesagt, ich hab das schon einmal gemacht, aber nicht so wie hier. Da ging es mehr darum, auf einem Stuhl zu sitzen und ein Ding darauf zu tun. So in einer realen Umgebung zu stehen und so in den Bergen war schon recht eindrücklich.","Ich muss sagen, ich bin mehr vom VR selbst beeindruckt, und nicht von dem Gletscherschmelzen. Nicht, weil es mich nicht kümmert, sondern, wenn man sich damit befasst sieht man solche Bilder auch sonst. Obwohl, natürlich es mal so zu sehen war schon recht cool. Man sieht zwar immer so die vorher/nachher Bilder im Internet aber es mal so über die Zeit, über die 250 Jahre zu sehen, ab der industriellen Revolution bis 2070, hat sicher einen Mehrwert.","Ich wüsste jetzt nichts. Nichts konkretes. Ich glaube, einfach grundsätzlich so das Bewusstsein darüber. Welches ich so oder so schon habe. Aber es so zu sehen, hilft sicher.  Und wenn, dann wird sicher so etwas zu erleben mehr zu einem Thema werden in der WG, wo man drüber sprechen wird.",0,0,1,0,0,0,1,0,1,0,0,87.8709677419355
78445873,2,-0.1722201385664609,2019-06-07T14:59:10Z,1,2,2,1,2,1,1,1,1,2,1,1,4,1,2,4,4,4,3,4,4,2,2,5,2,2,3,5,3,1,4,3,3,4,2,4,2,5,4,4,1,4,1,4,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,0,2,5,5,3,3,6,6,6,5,5,6,2,4,3,2,6,2,5,2,3,4,1,2,6,2,6,5,5,5,7,5,2,NA,1993,13.10269675925926,c,"Eindrücklich. Wie gesagt, ich hab das schon einmal gemacht, aber nicht so wie hier. Da ging es mehr darum, auf einem Stuhl zu sitzen und ein Ding darauf zu tun. So in einer realen Umgebung zu stehen und so in den Bergen war schon recht eindrücklich.","Ich muss sagen, ich bin mehr vom VR selbst beeindruckt, und nicht von dem Gletscherschmelzen. Nicht, weil es mich nicht kümmert, sondern, wenn man sich damit befasst sieht man solche Bilder auch sonst. Obwohl, natürlich es mal so zu sehen war schon recht cool. Man sieht zwar immer so die vorher/nachher Bilder im Internet aber es mal so über die Zeit, über die 250 Jahre zu sehen, ab der industriellen Revolution bis 2070, hat sicher einen Mehrwert.","Ich wüsste jetzt nichts. Nichts konkretes. Ich glaube, einfach grundsätzlich so das Bewusstsein darüber. Welches ich so oder so schon habe. Aber es so zu sehen, hilft sicher.  Und wenn, dann wird sicher so etwas zu erleben mehr zu einem Thema werden in der WG, wo man drüber sprechen wird.",0,0,1,0,0,0,1,0,1,0,0,93.0322580645161
96462796,1,0.6581991227050061,2019-05-17T15:59:42Z,1,1,1,1,2,1,1,1,1,2,1,1,3,1,2,4,4,3,5,4,4,5,3,5,2,2,2,5,5,1,5,4,4,5,2,5,2,5,4,4,1,5,1,4,1,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,1,3,6,4,2,6,4,5,4,1,5,5,3,4,5,1,7,1,7,1,1,1,1,1,7,2,7,6,7,5,7,4,3,NA,1993,44.69788194444445,a,"Es war spannend. Aufgefallen ist mir, dass es so ein wenig comic-artig designed war. Zum Beispiel die Wolken, die ein wenig comic-artig gemalt waren. Gleichzeitig kam es mir doch auch real vor, auf dem Podest zu stehen und runter zu schauen.","Es gab mir einen Einblick auf virtual Reality. Auf die Umwelt eigentlich nichts neues, weil es Themen sind, die man eigentlich kennt. Ich war auch schon selbst dort, und dementsprechend haben wir das auch schon besprochen. Also dass er schon sehr zurückgegangen ist, man hat auch schon Bilder gesehen. Und dass Gletscher schmelzen ist realität, leider, deshalb hat es mich auch nicht mega geschockt.","Nein. Ich würde Lügen, wenn ich ja sagen würde.",1,0,1,0,1,1,1,0,0,0,0,68.3157894736842
96462796,2,0.08620290815393328,2019-07-01T08:44:39Z,2,1,1,1,2,1,1,1,1,1,1,1,4,1,1,4,4,4,5,4,5,1,2,5,1,1,4,5,5,1,5,4,4,5,4,5,2,5,5,4,1,5,1,3,1,5,1,4,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,26,5,1,3,6,4,2,6,4,5,4,1,5,5,3,4,5,1,7,1,7,1,1,1,1,1,7,2,7,6,7,5,7,4,3,NA,1993,44.69788194444445,a,"Es war spannend. Aufgefallen ist mir, dass es so ein wenig comic-artig designed war. Zum Beispiel die Wolken, die ein wenig comic-artig gemalt waren. Gleichzeitig kam es mir doch auch real vor, auf dem Podest zu stehen und runter zu schauen.","Es gab mir einen Einblick auf virtual Reality. Auf die Umwelt eigentlich nichts neues, weil es Themen sind, die man eigentlich kennt. Ich war auch schon selbst dort, und dementsprechend haben wir das auch schon besprochen. Also dass er schon sehr zurückgegangen ist, man hat auch schon Bilder gesehen. Und dass Gletscher schmelzen ist realität, leider, deshalb hat es mich auch nicht mega geschockt.","Nein. Ich würde Lügen, wenn ich ja sagen würde.",1,0,1,0,1,1,1,0,0,0,0,67.7948717948718
13112894,1,0.7697385474855334,2019-06-09T16:49:25Z,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,5,4,5,5,4,2,1,5,2,1,1,5,5,1,5,4,4,5,1,5,2,5,4,5,2,5,1,3,1,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,6,0,2,5,6,3,4,5,6,2,2,1,6,4,4,4,1,6,1,1,3,4,5,1,1,7,3,5,5,7,5,6,4,1,NA,1989,4.692048611111111,c,"Ehm es war sehr interessant. Also ich meinte, die Bilder waren nicht absolut 100% real. Und mir war immer klar, dass ich in so einem Setting war, wo ich mir alles etwas vorstellen müsste. Aber mir war alles etwas klarer und genauer gezeigt. Und ich habe mir gedacht, wie könnte ich das zum Beispiel als Lehrer nutzen. Und ich dachte, ja hier ist mir alles sehr interessant zu sehen.","Es war doch ein sehr interessantes Erlebnis. Vorallem, muss ich ehrlich sagen, dass, was man das mit VR machen kann, ist interessanter für mich. Weil alles über Klimawandel ist mir ein bisschen schon: Jaja ich weiss es. Und zum Beispiel das zu sehen mit dem Aletsch Gletscher find ich doch sehr wichtig. Klar, wir denken nicht genug daran, aber zum Beispiel in meinem Heimatland sind wir für Koalas bekannt. Und ich weiss schon, die Koalas sind schon am aussterben.   Aber ich als Mensch, kann nicht mehr leisten, als ich schon jetzt mache. Um Politisch aktiv zu sein, das mit den anderen Menschen diskutieren, meinen Beitrag selber leisten. Und es ist ja sehr schade, dass es mir Bewusst ist, und ich arbeite selber sehr gut dran. Ich kann aber nicht alle Schulden der Welt auf meinen Schultern tragen. Ich muss das einfach weiter Besprechen und weiter Diskutieren. aber zum Beispiel ich nehme das mit, dass VR doch ein sehr gutes Erlebnis ist, das irgendwie beizubringen, weil dann ist das irgendwie klarer, weil die Zeit auch schneller vergeht in VR als in der Realität. Ich sehe das als grosses Problem mit dem Klimawandel zu verstehen, weil die Leute sehen das nicht, weil es viel zu langsam geht, in dem Sinne, dass die Leute das nicht sehen in der Zeit. Und sie müssen Abstand halten, um das zu sehen. Nein, es ist ein Prozess,  und relativ ist es ein sehr schneller Prozess, aber im Vergleich zum Alltag des Menschen ist es wirklich langsam. Und so ein VR-Projekt kann sehr gut zeigen, was der Unterschied ist.","Nein, weil ich schon ein paar Beiträge dazu mache. Ich versuche, soviel wie möglich meinen Beitrag dazu hoch zu halten. Wie du vorher gesehen hast, musst ich etwas aus Plastik-Geschirr essen. Einweg-Plastik ist ein sehr grosses Thema für mich, weil ich sehr oft unterwegs bin und keine Zeit habe. Aber ja, das ist etwas, das wir als Gesellschaft verändern werden müssen. Ich persönlich finde, dass ich schon genug mache. Es gibt immer noch mehr, das ich machen kann, aber wichtiger ist, dass wir das diskutieren, damit alle einen Beitrag dazu leisten.",1,0,1,0,0,1,1,1,1,0,0,76.8717948717949
